"","budget","revenue","title","overview","popularity","vote_count","release_date","status","runtime","production_companies","production_countries"
"28",175000000,573975512,"Ready Player One","When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",74.4135,2019,"2018-03-28","Released",140,"Amblin Entertainment, De Line Pictures, DreamWorks, Warner Bros. Pictures, ","United States of America, "
"29",0,0,"Upgrade","A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure -- an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility -- skills he uses to seek revenge against the thugs who destroyed his life.",7.312435,3,"2018-06-01","Post Production",96,"Blumhouse Productions, Goalpost Pictures, ","Australia, "
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,", , ",", , "
"36",2469715,0,"CRUXMAN","",2.176272,0,"2018-01-19","Released",NA,"GPG Film, ","Italy, "
"37",2500000,985070,"The Scythian","These are times when one civilization is replacing another. A new era is about to begin in Central Eurasia. Scythians, the proud warriors, are all but gone. The few of their descendants have become ruthless mercenary assassins, the “waves of Ares.” Lutobor, is a soldier with a difficult task at hand. He becomes involved in internecine conflicts and sets off on a perilous journey to save his family. His guide is a captive Scythian by the name of Weasel. Lutobor and Weasel are enemies. They pray to different gods but must embark on this journey together. They brave the wild steppes, moving toward the last haven of the Scythians, to what seems to be their inevitable demise…",1e-06,8,"2018-01-18","Released",105,"CTB Film Company, ","Russia, "
"38",30000000,119757158,"The Commuter","A businessman on his daily commute home gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",38.172515,1113,"2018-01-11","Released",104,"StudioCanal, Ombra Films, Lions Gate, ","France, United Kingdom, United States of America, "
"39",0,0,"<U+0420><U+0430><U+0437><U+0431><U+043E><U+0440><U+043A><U+0430> <U+0432> <U+0421><U+0430><U+043D>-<U+0424><U+0440><U+0430><U+043D><U+0446><U+0438><U+0441><U+043A><U+043E>","",0.167829,0,"2018-01-01","Released",NA,", , ",", , "
"40",1000000,0,"Cop's Enemy","In a city full of corrupt cops and mysterious kingpins such as Shadow, a young man Victor Kaapor fights to save his mother and the woman he loves. Which forces him to go undercover, 'off-the-books' mission to help the police take down an well-known unstoppable crew of Rich kids known as ""Cop's Enemy"". His only option is to betray the woman he loves, but as he gets closer to his goal he begins to realise that everything is not as it seems.",0.184652,0,"2018-01-01","Released",NA,"Young Martin Production, ","Australia, Burundi, "
"41",400000,0,"KL Wangan","The movie centers on Hong and Yudi who share a history of street racing, from racing in small average cars to high powered cars. Years after they have separated, the two have been busy expanding their own businesses. One day, they coincidentally bump into each other once again at a street race without realizing that they are racing against each other.",0.42553,1,"2017-12-21","Released",NA,"Centron Pictures, ","Malaysia, "
"42",0,0,"Para Knas","",1.943099,0,"2017-12-15","Released",NA,"Filmlance International AB, ","Sweden, "
"43",0,0,"2067","",0.130484,0,"2017-12-07","Released",NA,", , ","Brazil, "
"44",0,0,"Batang Cubao: Hanggang Sa Huling Bala","Two cops on opposite sides of the law and each other. A short film serves as homage to the 80s and 90s Pinoy action flicks.",0.122738,0,"2017-12-07","Released",12,"Terrace Kids Production, Asia Pacific Film Institute, ","Philippines, "
"45",0,0,"Tengkorak","Humanity discovered a 170,000 year old fossilized skull with a length of 1,850 meters due to an earthquake in Yogyakarta in 2006. The discovery confuses a lot of religious leaders and scientists. Even the world is arguing whether they should research the fossilized skeleton or hide it from the public on behalf of humanitarian reasons. A young girl is trapped in the search for the answer for the mystery behind the skull and the revelation of the truth to the world. If we are indeed not the most perfect beings as we believe, do we really want to know?",0.13064,0,"2017-12-07","Released",130,", , ",", , "
"46",90000000,962119864,"Jumanji: Welcome to the Jungle","The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game.",29.995962,4217,"2017-12-09","Released",119,"Radar Pictures, Matt Tolmach Productions, Seven Bucks Productions, Sony Pictures, ","United States of America, "
"47",0,0,"Black Friday","From director Crescentia Volz and producer Jayme Schmitt comes a horror film of which the likes haven't been seen for 60 years. During the weekend of Thanksgiving, aliens put their plans to take over the Earth in motion. Two friends, Mike and Jesse (Megan Frankovich and Ben Johnson), appear to be the only thing to stand it the way, if it wasn't for the fact they are somewhat clueless to the invasion. But with a little help from an over the top grump (Jayme Schmitt) they may just have what it takes to get a clue and fight back. In the true style of the 1950s genre of Science Fiction and Horror, you never saw this one coming!",0.560728,0,"2017-11-24","Released",81,"PKP Films, DreamScape Reality Productions, MakeMoreMovies, Double Dubuque Productions, Great River Film Initiative, ","United States of America, "
"48",0,0,"Repeater","A Night Visions world premiere, Repeater is an English-language superhero tale starring PJ Marshall (Maggie, Luke Cage, Underground) by the Finnish newcomer Jyri Koski. The action adventure is edited by Joona Louhivuori of Iron Sky fame, the music is composed by the award-winning Panu Aaltio.",0.149165,0,"2017-11-24","Post Production",26,", , ",", , "
"49",10,0,"Caracas Vice Vol. 2","Ryan the DEA will face again the most dangerous drug lord of Venezuela, this time with new friends, in 1983.",0.411183,1,"2017-11-18","Released",13,", , ","Venezuela, "
"50",0,0,"Guardians of Martial Arts","One day, Master Ma is walking down the street, suddenly he sees the words ""Huashan Sect"" (<U+534E><U+5C71><U+6D3E>) hiding between the green grass. He closes his eyes and hence the duel with different martial arts masters begins.",4.540216,6,"2017-11-11","Released",23,"Alibaba Pictures Group, ","China, "
"51",0,0,"Ah Boys to Men 4","The fourth addition to the franchise sees the return of the army boys including Sergeant Ong, Lobang, Ken Chow and Aloysius, joined by a new female officer, as they are called back for in-camp training under the Armoured Formation of the Singapore Armed Forces. Hilarious situations happen when they are back training together and their military roles reversed. Their brotherhood is also put to the test when new enemy threats arise.",2.629342,2,"2017-11-09","Released",95,"JT Films, ","Singapore, "
"52",0,0,"Blue Queen","An armed robbery is the starting point of an unpredictable story that unfolds in four different versions; one for each of the film’s characters who rival over the ""Blue Queen"", one of the world’s most rare diamonds.",0.977165,0,"2018-04-19","Released",NA,"WeThePeople, ","Greece, "
"53",0,0,"GARO: Fang of God","Ryuga Dogai returns to investigate a new mystery - the theft of Makai Knights armour. Among the victims are Ryuga's old comrades from the Volcity crisis, Takeru and Aguri. The three will face off against an enemy previously though defeated - Zinga.",0.560583,1,"2018-01-06","Released",98,"Tohokushinsha Film Corporation, ","Japan, "
"54",200,0,"Movie Dudes","An alien general gets offended after witnessing a broadcast of an amatuer TV show called, ""The Movie Dudes."" Causing him to set out and destroy all forms of freedom of expression on Earth. The two men responsible for his backlash try and bring his reign of terror to an end...before time runs out.",0.141455,1,"2017-10-27","Released",72,", , ",", , "
"55",500000000,657924295,"Justice League","Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",49.608365,4552,"2017-11-15","Released",120,"DC Comics, DC Entertainment, RatPac-Dune Entertainment, Warner Bros. Pictures, Cruel & Unusual Films, Atlas Entertainment, Lensbern Productions, ","United States of America, "
"56",0,0,"24 Hours to Live","An assassin seeks redemption after being given a second chance at life.",14.933942,122,"2017-10-26","Released",94,"Film Afrika Worldwide, Thunder Road Pictures, Fundamental Films, ","United States of America, South Africa, China, "
"57",0,0,"Blood Ride","Maggie becomes a strong and ruthless member of the all-female Dark Moon gang led by the merciless Trigga, and the all-female motorcycle gang look after each other as they patrol the streets in the small town.",1.569762,1,"2017-10-22","Released",NA,", , ",", , "
"58",20000000,992181,"Beyond Skyline","Detective Mark Corley storms his way onto an alien spaceship to rescue his estranged son. When the ship crashes in Southeast Asia, he forges an alliance with a band of survivors to take back the planet once and for all.",6.769988,360,"2017-10-20","Released",105,"XYZ Films, Head Gear Films, Infinite Frameworks Studios, Infinite Frameworks Pte. Ltd., Metrol Technology, North Hollywood Films, Beyond The Mothership, Hongmaisui International Culture (Beijing) Co., Media Rights Entertainment, Hydraulix Entertainment, M45 Productions, ","Canada, China, Indonesia, Singapore, United Kingdom, United States of America, "
"59",0,0,"Defective","Set in the near future where Rhett Murphy and his estranged sister Jean are forced to flee from a militant police state after witnessing the dark secrets of a nefarious corporation.",2.445127,1,"2017-10-17","Released",101,"Possibility Films, ","Canada, "
"60",0,8569623,"Fate/stay night: Heaven's Feel I. presage flower","Emiya Shirou is a young magus who attends Homurahara Academy in Fuyuki City. One day after cleaning the Archery Dojo in his school, he catches a glimpse of a fight between superhuman beings, and he gets involved in the Holy Grail War, a ritual where magi called Masters fight each other with their Servants to win the Holy Grail. Shirou joins the battle to stop an evildoer from winning the Grail and to save innocent people, but everything goes wrong when a mysterious ""Shadow"" begins to indiscriminately kill people in Fuyuki...  (Source: ANN)",7.302326,13,"2017-10-14","Released",120,"Aniplex, ufotable, TYPE-MOON, ","Japan, "
"61",120000000,221600160,"Geostorm","After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",21.789577,1388,"2017-10-13","Released",109,"Twisted Media, Stereo D, Skydance Media, RatPac-Dune Entertainment, Electric Entertainment, Warner Bros. Pictures, ","United States of America, "
"62",180000000,853977126,"Thor: Ragnarok","Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the prophecy of destruction to his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",198.510611,6372,"2017-10-25","Released",130,"Marvel Studios, Walt Disney Pictures, ","United States of America, "
"63",0,0,"Batman vs. Two-Face","Former Gotham City District Attorney Harvey Dent, one side of his face scarred by acid, goes on a crime spree based on the number '2'. All of his actions are decided by the flip of a defaced, two-headed silver dollar.",5.923437,39,"2017-11-14","Released",72,"DC Entertainment, Warner Bros. Pictures, ","United States of America, "
"64",0,0,"Just, go!","Inspired by the incredible true story about a young man JUST (24), who lost both of his legs in a childhood accident and who is in love with the girl next door - IEVA (23).  The story begins when JUST meets IEVA on the doorstep of the house they both live in. They start a flirty conversation that is interrupted by two thieves, who rob Ieva in front of JUST.  In the blink of an eye JUST decides to follow the thieves to retrieve IEVA’S bag and conquer her heart.",0.087292,0,"2017-10-01","Released",11,", , ","Latvia, "
"65",0,0,"Ajin: Demi-Human","Ajin is a live-action adaptation of a Japanese manga series written and illustrated by Gamon Sakurai. Kei Nagai dies in a car accident, but realises he is a type of immortal known as Ajin (demi-human). Hunted by humans, Ajin is eventually found by the government and used as a subject in cruel experiments. He finds fellow demi-humans along the way as he escapes and goes on the run.",6.64556,3,"2017-09-30","Released",109,"Toho Company, Ltd., ","Japan, "
"66",6900000,0,"Crimea","The film follows a romantic liaison between a young woman from Kiev, who is a supporter of the pro-European Maidan uprising, and a man from Sevastopol who joins the pro-Russian resistance in the aftermath of Maidan’s success in Kiev.",1.172326,6,"2017-09-28","Released",99,", , ","Russia, "
"67",0,0,"Macho Man 2","Sequel to ""Macho Man"" (1985).",2.60588,0,"2017-09-28","Released",111,"Mamafilm, Weilhalt Studios, Davide Grisolia Films, ","Germany, "
"68",35000000,145374099,"The Foreigner","Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in a senseless act of politically-motivated terrorism. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.",18.878697,670,"2017-09-28","Released",113,"Sparkle Roll Media, STX Entertainment, TMP, Wanda Pictures, ","China, United Kingdom, "
"69",0,0,"Feral","A wild animal attacks six medical students on a weekend hike in the woods. One by one, they become infected with a ""feral disease"", turning them into rabid, bloodthirsty creatures, and the vacation becomes a nightmare as they fight to survive each other.",1e-06,0,"2018-05-25","Released",90,"Rough Cut Films, ","United States of America, "
"70",15000000,13767037,"Salyut-7","Salyut 7, the Soviet space station, was orbiting Earth in unmanned regime. Suddenly it stops responding to signals from the Ground Control. Fall of this station, the pride of soviet science and space industry, would not only damage the image of the country, but also bring upon tragedy, probably with loss of life. Astronauts have to be sent to the station to find what caused the breakdown and prevent the catastrophe. However, nobody has ever docked an uncontrolled object in space. To this day this is the most technically complicated mission in the history of the world of space navigation.",16.403481,64,"2017-09-22","Released",106,"Vita Aktiva, CTB Film Company, Lemon Films Studio, Globus-film, ","Russia, "
"71",1430000,0,"Rendel","A Finnish superhero, a masked vigilante Rendel seeks for revenge and fights against VALA, the huge criminal organization.",4.845681,19,"2017-09-22","Released",90,"Frozen Flame Pictures, Bad Beaver Productions, Black Lion Pictures, ","Finland, "
"72",104000000,410902662,"Kingsman: The Golden Circle","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",32.00462,3504,"2017-09-20","Released",141,"Shangri-La Entertainment, Marv Films, TSG Entertainment, 20th Century Fox, ","United Kingdom, United States of America, "
"73",0,0,"Throbbin' 84","The year is 1984. When a gang takes over the streets, it's up to Inspector's Davidson and Reynolds to restore law and order. While on the case, they discover a modern day Fagin turning street kids into criminals.",1.847778,0,"2017-09-17","Released",92,"Starbaby Films, ","Australia, "
"74",70000000,123081555,"The LEGO Ninjago Movie","Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",10.292947,239,"2017-09-21","Released",101,"Warner Bros. Animation, LEGO System A/S, Lin Pictures, Lord Miller, Vertigo Entertainment, Warner Animation Group, ","Denmark, United States of America, "
"75",0,0,"Snowflake","Thriller comedy directed by Adolfo Kolmerer and William James.",0.806649,3,"2017-09-14","Released",120,"Lopta Film, Schneeflöckchen GmbH, Ventaro Media, ","Germany, "
"76",0,0,"Blood Relative","After a botched robbery, a local crime syndicate sends a rookie enforcer to take care of a loose end. When the hit goes sideways and his civilian girlfriend ends up missing, her brother, Rodd, a mild-mannered guidance counselor, conducts an exhaustive search through the city to find her. With the support of a martial artist instructor, Bruce, the pair consistently becomes overwhelmed by a violent outfit of criminals looking to silence them. However, Rodd has a mysterious and dangerous past of his own, and with the help of his friend, they formulate a plan to take on the organization in this nail-biting action thriller.",2.0048,1,"2017-09-12","Released",92,", , ",", , "
"77",0,0,"The Drop-In","A hairdresser has a challenging day when a mysterious visitor from her past arrives for a drop in appointment.",2.135019,0,"2017-09-11","Released",13,", , ","Canada, "
"78",0,0,"Revenge","The story sees three wealthy, middle-aged CEOs – all married family men – get together for their annual hunting game in a desert canyon. It’s a way for them to let off steam and affirm their manhood with guns. But this time, one of them has come along with his young mistress, a sexy Lolita who quickly arouses the interest of the two others... Things get out of hand... Left for dead in the middle of this arid hell, the young woman comes back to life, and the hunting game turns into a ruthless manhunt...",22.298344,73,"2018-02-07","Released",108,"Logical Pictures, M.E.S. Productions, Monkey Pack Films, Charades, Nexus Factory, Ciné+, Cinémage 12, Le Tax Shelter du Gouvernement Fédéral de Belgique, Investisseurs Tax Shelter, uMedia, uFund, Canal+, ","France, "
"79",0,0,"ManHunt","Accused of a murder he didn't commit, a prosecutor sets out on a mission to clear his name.",3.685452,12,"2017-11-19","Released",106,"Media Asia Films, Media Asia Group, ","China, Hong Kong, "
"80",0,0,"Hong Kong Master","Chan Hotung - The ex-leader of gangster group ""Dragon of the Four Seas"" in Mongkok. After the years he quit and work in the car shop with low wages without dignity. Somehow, his old enemy Kurou has become the CEO of Technology company ""EastStar"", Kurou lead a Cyborg soldier “Iron Head” to persecution the old Gu Wak Zai include Hotung and his old brothers.  To defeat an invincible enemy, Hotung decided find one man to help - The Hong Kong Master, the legendary man who merges technology and Feng Shui together. With two magician weapons Quantum Blade and Thunder Cannon from Hong Kong Master, Hotung and his brothers put their lives on defending their homeland and beat those Iron Heads. The Ultimate HongKong Sci Fi battle has begun !",0.359695,0,"2017-12-10","Released",66,", , ","Hong Kong, "
"81",33000000,66676062,"American Assassin","Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",16.501605,1012,"2017-09-14","Released",111,"TIK Films, Di Bonaventura Pictures, CBS Films, Nick Wechsler Productions, Lionsgate, ","United States of America, "
"82",10000000,0,"Brawl in Cell Block 99","After working as a drug courier and getting into a brutal shootout with police, a former boxer finds himself at the mercy of his enemies as they force him to instigate violent acts that turn the prison he resides in into a battleground.",11.083814,265,"2017-09-23","Released",132,"XYZ Films, Caliber Media Company, ","United States of America, "
"83",5,0,"Sera Bangali","Sera Bangali is upcoming Bengali feature film in 2017, directed by Swapan Saha.This Action drama movie give a glimpse on  the socio economic crisis of Chitmahal,which was a sensitive issue for India-Bangladesh . This movie is a multi starrer both from bollywood & tollywood. Rajpal Yadav,Shakti Kapoor are from Bollywood.This movie is schedule to be released in this September 2017.",0.110804,0,"2017-09-01","Released",132,", , ","India, "
"84",80000000,2600000,"Inhumans: The First Chapter","After the Royal Family of Inhumans is splintered by a military coup, they barely escape to Hawaii where their surprising interactions with the lush world and humanity around them may prove to not only save them, but Earth itself.",3.831853,36,"2017-09-01","Released",80,"ABC Studios, IMAX, ","United States of America, "
"85",0,0,"Clank: Red Mosaic","The deceased friend and mentor, Doctor Alfred, leaves behind a posthumous trail for Clank to follow. With little time to spare he must figure out the mystery behind the disappearance of the ""Red Mosaic"".",2.195811,0,"2017-12-25","Released",111,", , ",", , "
"86",50000000,133511855,"American Made","The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.",15.179806,1331,"2017-08-17","Released",115,"Vendian Entertainment, Imagine Entertainment, Cross Creek Pictures, Quadrant Pictures, ","United States of America, "
"87",0,0,"Balun","Hassan's parents passed away when he was young. Now all grown up, he returns from overseas and heads back home to his village in Taiping to handle matters regarding his late father's estate, especially his father's debt to Mr. Seman. As he returns to the village, he is scorned by the villagers as he is the son of a gambler, and many assume him to be just like his father. Mr. Seman is shocked to find out that Hassan is still alive, instead of shot dead along with his parents. Nur Ain, the daughter of the village chief, accidentally discovers the truth behinds the death of Hassan's parents, so she decides to help him solve his problem.",0.36097,0,"2017-08-17","Released",89,"Empire Film Solution, elements pictures, ","Malaysia, "
"88",30000000,176586701,"The Hitman's Bodyguard","The world's top bodyguard gets a new client, a hit man who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",19.561919,1958,"2017-08-16","Released",118,"Campbell Grobman Films, Cristaldi Pictures, East Light Media, Nu Boyana Film Studios, Skydance Media, Millennium Films, Tom de Mol Productions, ","United States of America, "
"89",200,0,"Miro","When Miro returns home at the end of World War II he finds his land taken, his people gone, his daughter stolen and his service record treated with contempt. But the battlefield has taught him how to fight and he sets out to reunite his family waging his own form of justice.",0.07506,0,"2017-08-13","Released",23,", , ","Australia, "
"90",0,0,"Junk Head","It is a real SF feature film used in stop motion technique",0.103375,1,"2017-07-23","Released",115,", , ",", , "
