"","budget","revenue","title","overview","popularity","vote_count","release_date","status","runtime","production_companies","production_countries"
"47",0,60330833,"My Little Pony: The Movie","A new dark force threatens Ponyville, and the Mane 6 – Twilight Sparkle, Applejack, Rainbow Dash, Pinkie Pie, Fluttershy and Rarity – embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship and save their home.",12.414584,99,"2017-10-05","Released",99,"Lionsgate, DHX Media, Hasbro Studios, Allspark Pictures, ","Canada, United States of America, "
"48",15000000,13767037,"Salyut-7","Salyut 7, the Soviet space station, was orbiting Earth in unmanned regime. Suddenly it stops responding to signals from the Ground Control. Fall of this station, the pride of soviet science and space industry, would not only damage the image of the country, but also bring upon tragedy, probably with loss of life. Astronauts have to be sent to the station to find what caused the breakdown and prevent the catastrophe. However, nobody has ever docked an uncontrolled object in space. To this day this is the most technically complicated mission in the history of the world of space navigation.",16.403481,64,"2017-09-22","Released",106,"Vita Aktiva, CTB Film Company, Lemon Films Studio, Globus-film, ","Russia, "
"49",104000000,410902662,"Kingsman: The Golden Circle","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",32.00462,3504,"2017-09-20","Released",141,"Shangri-La Entertainment, Marv Films, TSG Entertainment, 20th Century Fox, ","United Kingdom, United States of America, "
"50",70000000,123081555,"The LEGO Ninjago Movie","Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",10.292947,239,"2017-09-21","Released",101,"Warner Bros. Animation, LEGO System A/S, Lin Pictures, Lord Miller, Vertigo Entertainment, Warner Animation Group, ","Denmark, United States of America, "
"51",35000000,62832209,"The Mountain Between Us","Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",14.158505,729,"2017-10-05","Released",109,"Chernin Entertainment, 20th Century Fox, ","United States of America, "
"52",15100000,0,"Hochelaga, Land of Souls","Mohawk archaeologist Baptiste Asigny engages in a search for his ancestors following a tragic terrain slump in the Percival Molson Stadium.",3.420215,0,"2017-09-09","Released",100,"Max Films Productions, ","Canada, "
"53",0,0,"The Wild Boys","At the beginning of the 20th century, on the island of La Réunion, five adolescents of good families enamoured with the occult, commit a savage crime. A Dutch Captain takes them in charge for a repressive cruise on a haunted, dilapidated sailboat. Exhausted by the Captain’s methods, the five boys prepare to mutiny. Their port of call is a supernatural island with luxuriant vegetation and bewitching powers that holds a disturbing secret.",1.4965,13,"2018-02-28","Released",111,"Ecce Films, ","France, "
"54",0,0,"<U+D638><U+BE44><U+C640> <U+B3D9><U+D654><U+B098><U+B77C> <U+B300><U+BAA8><U+D5D8>","",0.083613,0,"2017-09-05","Released",NA,", , ","Japan, "
"55",55000000,29815215,"Hostiles","A legendary Native American-hating Army captain nearing retirement in 1892 is given one last assignment: to escort a Cheyenne chief and his family through dangerous territory back to his Montana reservation.",23.218155,462,"2017-12-22","Released",133,"Entertainment Studios Motion Pictures, Waypoint Entertainment, Grisbi Productions, Le, ","United States of America, "
"56",8000000,1413034,"Lean on Pete","Charley, a teen living with his single father, finds work caring for an aging racehorse named Lean on Pete. When he learns Pete is bound for slaughter, the two embark on an odyssey across the new American frontier in search of a place to call home.",7.835794,33,"2018-03-30","Released",119,"The Bureau, Film4 Productions, BFI Film Fund, A24, ","United Kingdom, United States of America, "
"57",80000000,2600000,"Inhumans: The First Chapter","After the Royal Family of Inhumans is splintered by a military coup, they barely escape to Hawaii where their surprising interactions with the lush world and humanity around them may prove to not only save them, but Earth itself.",3.831853,36,"2017-09-01","Released",80,"ABC Studios, IMAX, ","United States of America, "
"58",0,0,"Clank: Red Mosaic","The deceased friend and mentor, Doctor Alfred, leaves behind a posthumous trail for Clank to follow. With little time to spare he must figure out the mystery behind the disappearance of the ""Red Mosaic"".",2.195811,0,"2017-12-25","Released",111,", , ",", , "
"59",0,0,"Lapland Odyssey 3","In the third instalment of the franchise, Janne embarks on an epic hike, a journey of self-discovery. His dreams of a tranquil retreat into nature are quickly shattered however, when Räihänen and Kämäräinen both decide to come along for the trip. Meanwhile Janne’s spouse Inari gets the chance to go back to work, but only if she can prove she’s “management material” and a real leader. Inari enters the Swamp Soccer tournament, where to her horror she finds out her ex Little Mikko is also competing.",1.349806,4,"2017-08-23","Released",103,"Yellow Film & TV, ","Finland, "
"60",0,0,"Goodbye Balthazar","Despite being broken in a snowstorm, a rickety scarecrow wakes to find a beautiful shell. But as the sound of the sea inside mesmerises him, the shell is stolen by a crow. Setting out to reclaim it, the scarecrow embarks on a poignant journey in this wonderful, but possibly saddest animation you’ll ever see. He just wants his shell back!",0.082448,0,"2017-08-22","Released",10,", , ","Switzerland, "
"61",0,0,"Jungle","A mysterious guide escorts an enthusiastic adventurer and his friend into the Amazon jungle, but their journey turns into a terrifying ordeal as the darkest elements of human nature and the deadliest threats of the wild force them to fight for survival.",13.2022,479,"2017-10-20","Released",113,"Screen Queensland, Screen Australia, Babber Films, Cutting Edge Group, Melbourne International Film Festival, ","Australia, Colombia, "
"62",40000000,65146020,"The Nut Job 2: Nutty by Nature","When the evil mayor of Oakton decides to bulldoze Liberty Park and build a dangerous amusement park in its place, Surly Squirrel and his ragtag group of animal friends need to band together to save their home, defeat the mayor, and take back the park.",7.80644,175,"2017-08-11","Released",91,"Gulfstream Pictures, Red Rover International, ToonBox Entertainment, Open Road Films, ","United States of America, Canada, South Korea, "
"63",0,0,"Sightings","A dysfunctional family under suspicion of murder after three bodies mysteriously appear on their ranch are terrorised by what they can only describe as Bigfoot.",2.844795,3,"2017-10-21","Released",88,"High Octane Pictures, BrighterMoon Productions, ","United States of America, "
"64",0,0,"Iceman","The Ötztal Alps, more than 5300 years ago. A Neolithic clan has settled near a creek. It is their leader Kelab's responsibility to be the keeper of the group's holy shrine Tineka. While Kelab is hunting, the settlement is attacked. The members of the tribe are brutally murdered, amongst them Kelab's wife and son, only one newborn survives - and Tineka is gone. Blinded by pain and fury, Kelab is out for one thing alone - vengeance.",0.765398,5,"2017-11-30","Released",96,"Lucky Bird Pictures, Echo Films, ","Austria, Germany, Italy, "
"65",0,0,"Bluehilda","Bluehilda is raring to get out into the real world, but first she’s pretty hungry… She decides to hunt the ever-elusive Copper-back Raboon for dinner, and is dying to test her ten years of magical training in order to catch it. However, Francis flies off into the deadly Furest alone, and Bluehilda must go after him. She gets an even bigger test of her magic than she anticipated when her precious pug bat is caught by the Unbearables! Bluehilda must face the deadly trio of witch hunters in order to save Francis! Will Bluehilda be up to the test? Or will Francis end up as a trophy?",0.142709,0,"2017-07-28","Released",8,"Titmouse, ","United States of America, "
"66",0,0,"The Jungle Bunch","Maurice may look like a penguin - but he's a real tiger inside! Raised by a tigress, he's the clumsiest kung-fu master ever. Along with his friends, The Jungle Bunch, he intends to maintain order and justice in the jungle, as his mother did before he. But Igor, an evil koala, wants to destroy the jungle once and for all—helped by his army of silly baboons.",2.894181,15,"2017-07-26","Released",98,", , ","France, "
"67",0,0,"Junk Head","It is a real SF feature film used in stop motion technique",0.103375,1,"2017-07-23","Released",115,", , ",", , "
"68",0,0,"The Taker's Crown","The legendary King Wiglaf must assemble the most unlikely team to find The Taker's crown of power before Tome, the Titan thief, claims it and brings destruction upon humanity.",0.101761,1,"2017-07-20","Released",86,"WhiteShore Films, ","United States of America, "
"69",0,0,"Zerzura","",0.066689,0,"2017-07-19","Released",NA,"Imouhar Studio, Sahel Sounds, ",", , "
"70",197471676,225874228,"Valerian and the City of a Thousand Planets","In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",26.864067,2720,"2017-07-20","Released",136,"BNP Paribas, Belga Films, River Road Entertainment, Grive Productions, EuropaCorp, Universum Film (UFA), Fundamental Films, Gulf Film, Novo Pictures, TF1 Films Production, Orange Studio, ","Belgium, Canada, China, France, Germany, United Arab Emirates, United Kingdom, United States of America, "
"71",0,0,"Girl in Flight","The story of 11-year-old Silvia whose life at home is consumed by her mother’s clinical depression. When no one will take the time to fulfill her dream to visit Rome, she runs away, determined to see it for herself. On a train she meets a Roma girl, Emina, and begins following her through the streets of Rome to her gypsy camp.",0.1515,0,"2017-07-17","Released",80,", , ",", , "
"72",0,0,"Maze","Inspired by the true events of the infamous 1983 prison breakout of 38 IRA prisoners from HMP Maze, which was to become the biggest prison escape in Europe since World War II.",3.657805,15,"2017-09-22","Released",93,"Filmgate Films, Mammoth Films, Cyprus Avenue Films, ","Germany, Ireland, United Kingdom, Sweden, "
"73",0,0,"Coyote: The Mike Plant Story","Mike Plant burned his way through life by an unconventional set of rules, leading him to dark corners of the world before finding his passion and the pinnacle of an extreme sport that celebrates individuals who race around the world on a sailboat... a true American adventure story.",0.076189,0,"2017-07-13","Released",105,"Sparkplug Films, Story Developing..., ",", , "
"74",0,0,"Pokémon the Movie: I Choose You!","This is the story of how Ash and Pikachu first met. At first, Pikachu was disobedient towards Ash, but Ash only wanted to be friends with Pikachu. On the day they set out from Pallet Town, both of them saw a Ho-Oh flying and they made a vow to meet it.",10.268253,179,"2017-07-15","Released",98,"The Pokémon Company, ","Japan, "
"75",0,0,"JoJo's Bizarre Adventure: Diamond Is Unbreakable - Chapter 1","In a world where people can wield psychic avatars, a family must unite to track down a serial killer.",6.212213,12,"2017-08-04","Released",119,"Toho Company, Ltd., Warner Bros. Pictures, ","Japan, "
"76",8144,0,"To the Mountain","The story of five hikers who find meaning in their lives after the beautiful yet harsh surroundings force them to connect with one another.",0.283347,0,"2018-02-02","Released",76,", , ",", , "
"77",0,0,"Moss","In this Southern Gothic coming-of-age tale, an isolated and troubled young man, Moss, meets a mysterious and beautiful hiker on the banks of the river near his home on his eighteenth birthday. She guides him on a journey of self-discovery and helps him overcome the tragic death of his mother and the shadow it has cast on his relationship with his detached father.",0.084503,0,"2017-06-21","Post Production",81,"Sunshine Pictures, ","United States of America, "
"78",60000,0,"The Cold Side of the Sun","Antu, a young screenwriter journeys into the fictional worlds of his screenplays.",0.089093,0,"2017-06-17","Released",80,"BlandKrause Studios, ","Chile, United States of America, "
"79",217000000,605425157,"Transformers: The Last Knight","Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",22.872991,2319,"2017-06-16","Released",149,"Tom DeSanto/Don Murphy Production, Ian Bryce Productions, Huahua Media, Di Bonaventura Pictures, Hasbro, Paramount Pictures (Canada), ","Canada, United States of America, "
"80",0,0,"Rock","The word ""rok"" in Russian means both rock music and fate. The film's heroes, who want to conquer the musical Olympus of Moscow, are accompanied by both. This troika is not even a group yet, not a team, and probably not even friends. But that's at the beginning. The further the heroes leave home, the more dangerous their adventures and the people they met on the way become, and the more strongly the children change inside. The film is a journey, a search of the self, where the road to the dream is the greatest, most dangerous and unforgettable adventure in the life of the young provincial musicians.",0.623302,2,"2017-10-06","Released",87,"VGIK Debut, ","Russia, "
"81",0,0,"Mountain","An epic cinematic and musical collaboration between Sherpa filmmaker Jennifer Peedom and the Australian Chamber Orchestra, that explores humankind's fascination with high places. Narrated by Willem Dafoe.",5.089608,10,"2017-09-01","Released",70,"camp 4 Collective, Stranger Than Fiction, Sherpas Cinema, ","Australia, "
"82",0,0,"Animal Crackers","A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.",3.994114,5,"2017-09-01","Released",94,"China Film Co., Blue Dream Studios, Beijing Wen Hua Dong Run Investment Co., ","China, United States of America, Spain, "
"83",0,0,"He Ate the Chip","Two friends go on the camping trip of a lifetime when one strange Mexican wizard tempts them with ""the chip"".  Will this mysterious figure help our amigos, or will he disrupt their humble hacienda?",0.091941,1,"2017-06-03","Released",7,", , ","United States of America, "
"84",0,0,"A Journey","A cinematic journey through the world. Non-verbal.",0.091769,1,"2017-05-29","Released",71,", , ","Spain, "
"85",175000000,383925276,"Cars 3","Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",25.533063,1596,"2017-06-15","Released",109,"Pixar, ","United States of America, "
"86",230000000,794191988,"Pirates of the Caribbean: Dead Men Tell No Tales","Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",32.595221,4800,"2017-05-23","Released",129,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil, ","United States of America, "
"87",125000000,407778013,"The Mummy","Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",15.959846,3281,"2017-06-06","Released",110,"Secret Hideout, Universal Pictures, Dark Universe, Dentsu, Sean Daniel Company, Perfect World Pictures, ","China, Japan, United States of America, "
"88",0,0,"Tea Pets","A group of tea pets—cute clay figurines that are good-luck charms for tea drinkers—embark on a magical animated adventure to find a fabled mystic.",2.422403,1,"2017-07-21","Released",98,", , ","China, "
"89",50000000,0,"Okja","A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",14.184832,1454,"2017-06-28","Released",122,"Kate Street Picture Company, Plan B Entertainment, Lewis Pictures, ","South Korea, United States of America, "
"90",3000000,0,"Time Trap","A group of students become trapped inside a mysterious cave where they discover time passes differently underground than on the surface.",4.309952,7,"2017-05-19","Released",95,", , ","United States of America, "
"91",0,0,"Raymond's 5","Raymond's 5 is a story following a middle-aged man, ""Raymond"" who has been told he has just 30 more days to live. Raymond goes on a journey around the country visiting the 5 people he feels he has done the most wrong by in his life.",1.31614,1,"2017-05-18","Released",116,"Hastings Infinity Films, ","United Kingdom, "
"92",149000000,821847012,"Wonder Woman","An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.",111.693216,8734,"2017-05-30","Released",141,"Dune Entertainment, Atlas Entertainment, DC Entertainment, Cruel & Unusual Films, Tencent Pictures, Wanda Pictures, Warner Bros. Pictures, ","United States of America, "
"93",0,0,"A Stork's Journey","Orphaned at birth and raised by storks, the teenage sparrow Richard believes he is one of them. But when the time comes to migrate to Africa, his stork family is forced to reveal his true identity and leave him behind in the forest, since he is not a migratory bird and would not survive the journey. Determined to prove he is a stork after all, Richard ventures south on his own. But only with the help of Olga, an eccentric owl with an imaginary friend and Kiki, a narcissistic, disco-singing parakeet, does he stand a chance to reach his goal and learn to accept who he really is.",5.540219,37,"2017-05-05","Released",85,"Walking The Dog, Mélusine Productions, Den Siste Skilling, Knudsen & Streuber Medienmanufaktur, Ulysses Filmproduktion, ","Belgium, Germany, Luxembourg, Norway, "
"94",0,88,"Flora","In 1929, an expedition of university botanists enter an uncharted forest where they discover, and must escape an ancient organism.",0.102203,0,"2017-04-27","Released",NA,", , ","Canada, "
"95",0,0,"Pilgrimage","In 13th century Ireland a group of monks must escort a sacred relic across an Irish landscape fraught with peril.",10.905098,75,"2017-08-11","Released",96,"Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles, XYZ Films, Wrong Men North, Savage Productions, Irish Film Board, ","Ireland, "
"96",500,0,"Hunters' Crossing","Hank Williams, a bona fide idiot, teams up with Bigfoot Hunter, Trevor Farleys, and an aging bear slayer, Willis Hampton, to sabotage a crazed hunter and win a local hunting competition.",0.180172,2,"2017-04-21","Released",73,"Hidden Gnome Films, ","United States of America, "
"97",0,0,"Fantastic Journey to Oz","The cunning and wicked Urfin wants to become ruler of Magic Land. With an army of wooden soldiers, he captures the Emerald City and renames it ti Urfinville. He is all but ready to celebrate victory, when his plans are ruined by an ordinary girl named Dorothy, who arrives in Magic Land just at the right time. She must return home, but not before she helps her friends - the Scarecrow, the Tin Man, and new-brave Lion - defeat Urfin. And in order to do that, they need to find out who he really is.",7.416026,2,"2017-04-20","Released",82,"Melnitsa Animation Studio, CTB Film Company, ","Russia, "
"98",200000000,863756051,"Guardians of the Galaxy Vol. 2","The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.",49.520728,8168,"2017-04-19","Released",137,"Marvel Studios, ","United States of America, "
"99",250000000,1238764765,"The Fate of the Furious","When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",26.518514,4922,"2017-04-12","Released",136,"Universal Pictures, Original Film, Dentsu, One Race Films, Fuji Eight Company Ltd., China Film Co., ","United States of America, "
"100",0,0,"Into the Rainbow","When teenagers Rachel and Grace travel inside a super-powered rainbow to China, they disturb nature's balance. Using Rachel's connection to the energy of the rainbow and with help from their new friend Xiao Cheng, they must race against time to save the Earth.",2.540843,1,"2017-04-08","Released",88,", , ","China, New Zealand, "
"101",7075038,9868942,"The Spacewalker","March 1965. In the heat of the Cold War, the USA and the USSR are competing for supremacy in space. What both superpowers aim for in this race, is to be the first to have a man walk in outer space. To accomplish that, no price is too high and no risk is too great.  Now it’s up to the unlikely duo of a seasoned war veteran and a hot-headed test-pilot to fulfill this mission. Two men in a tiny spaceship, without proper testing, facing the complete unknown…  They were supposed to do what no man has done before – and no man imagined what would happen next…",8.383478,52,"2017-04-06","Released",140,"Bazelevs Production, ","Russia, "
"102",100000000,142337240,"Power Rangers","Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",24.069966,1955,"2017-03-23","Released",124,"Lionsgate, Saban Brands, ","United States of America, Canada, "
"103",60000000,197183546,"Smurfs: The Lost Village","In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",11.256986,490,"2017-03-23","Released",89,"Kerner Entertainment Company, Columbia Pictures, Sony Pictures Animation, ","United States of America, "
"104",0,0,"Lane 1974","At 13 years old and the eldest of three kids, Lane struggles to keep her family together as her iconoclast mother moves without warning through the communes and dusty back woods of Northern California.",4.6584,2,"2017-03-11","Released",79,"Pressing Pictures, ","United States of America, "
"105",0,0,"Napping Princess","Hirune Hime is set in the Kojima region of Okayama Prefecture in the year 2020, two days after the scheduled Tokyo Olympics. Kokone lives together with her father, who is always working on modifying cars. As she begins to investigate a strange dream has been seeing over and over, Kokone learns a secret about her family.",5.474284,17,"2017-03-18","Released",110,"Gkids, Anime Limited, Warner Bros. Japan, Studio Lagurus, ","Japan, United Kingdom, United States of America, "
"106",185000000,566652812,"Kong: Skull Island","Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",23.789823,4465,"2017-03-08","Released",118,"Legendary Entertainment, Warner Bros. Pictures, ","United States of America, "
"107",0,0,"Major Grom","Igor Grom, a skilled detective from St. Petersburg, happened to be at the scene of a bank robbery and decides to stop them.",3.66025,16,"2017-02-19","Released",27,"BUBBLE Studios, ","Russia, "
"108",0,20725409,"Sword Art Online The Movie: Ordinal Scale","People everywhere were enjoying a new game called Ordinal Scale, an ARMMORPG developed exclusively for the Augma, a new wearable console designed for AR (augmented reality) gaming. But, the players had no idea that a nightmare from the virtual world was starting to spread into reality! As his fellow players find themselves in danger, the hero is called upon once again.",12.226322,144,"2017-02-18","Released",119,"Aniplex, A-1 Pictures, ","Japan, "
"109",30000000,14793385,"The Space Between Us","A young man raised by scientists on Mars returns to Earth to find his father.",12.21684,928,"2017-01-26","Released",121,"Los Angeles Media Fund (LAMF), Southpaw Entertainment, STX Entertainment, ","United States of America, "
"110",6277106,0,"Attraction","After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.",9.024808,123,"2017-01-26","Released",130,"Vodorod 2011, Art Pictures Studio, ","Russia, "
"111",0,0,"Don’t Swallow My Heart, Alligator Girl","The border between Brazil and Paraguay: living on opposite sides of a big river, Brazilian boy Joca falls in love with indigenous-Paraguayan girl Basano. A magical tale of impossible love and adventure in this land full of memories of colonial wars and indigenous genocide.",0.217248,0,"2017-10-19","Released",108,"Revolver Amsterdam, Duas Mariola Filmes, Zazen Produções, Globo Filmes, Damned Film, Zero One Films, ","France, Brazil, Netherlands, Germany, "
"112",0,0,"Dave Made a Maze","A frustrated artist gets lost inside the cardboard fort he builds in his living room.",5.893774,52,"2017-01-21","Released",80,"Foton Pictures, Butter Stories, Dave Made an LLC, ","United States of America, "
